codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,nivel,sector,area,status,modalidad,jornada,plan,departamental
16-03-0047-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana, San Cristóbal Verapaz", 7950-4134,Emiilio Rubén Caál Gualib,Otto Erik Morán Chiquín,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-03-0056-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnologico Vocacional Marco Tulio De La Cruz Morales,"2A. Calle Zona 4, Barrio San Felipe", 7950-4929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-0077-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnológicas,3A. Calle 0-43 Zona 3 Barrio San Sebastian, 3238-6711,Emiilio Rubén Caál Gualib,Massena Oswaldo Sagastume Portocarrero,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-0087-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Nacional De Educacion Diversificada Con Orientacion En Artes Y Oficios,Caserío Pantocan, 5528-8589,Emiilio Rubén Caál Gualib,Joel David Lem Surám,Diversificado,Oficial,Rural,Abierta,Bilingue,Matutina,Diario(Regular),Alta Verapaz
16-03-0092-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe", 3147-9184,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-0093-46,16-008,Alta Verapaz,San Cristobal Verapaz,"Instituto Tecnologico Vocacional ""Marco Tulio De La Cruz Morales""","2A. Calle 4-45 Zona 4, Barrio San Felipe", 7950-4929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-03-0095-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,"4A. Calle A 2-17, Enclavado Zona 2, Colonia Paná", 3380-1345,Emiilio Rubén Caál Gualib,Mario Rene Cal Sun,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-0097-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnológicas,3A. Calle 0-43 Zona 3 Barrio San Sebastian, 7792-3223,Emiilio Rubén Caál Gualib,Massena Oswaldo Sagastume Portocarrero,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-03-0104-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe", 7950-4090,Emiilio Rubén Caál Gualib,Delmy Damariz Choc López,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Fin De Semana,Alta Verapaz
16-03-0105-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe", 3147-9184,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-03-0106-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4ª. Avenida, Entre O Y 1 Calle Zona 4, Barrio San Felipe", 7950-4090,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Alta Verapaz
16-03-0110-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle, 2A. Avenida Zona 3, Barrio San Sebastian", 7950-4337,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Alta Verapaz
16-03-0139-46,16-008,Alta Verapaz,San Cristobal Verapaz,"Instituto Tecnológico Vocacional ""Marco Tulio De La Cruz Morales""","2A. Calle 4-45 Zona 4, Barrio San Felipe", 7950-4929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-0158-46,16-050,Alta Verapaz,San Cristobal Verapaz,Centro De Educación Extraescolar -Ceex-,Colonia Pantocán, 4628-0307,Maximiliano Chub Ical,Sara Floridalma Cú Tiul,Diversificado,Privado,Rural,Abierta,Bilingue,Doble,Semipresencial,Alta Verapaz
16-03-0243-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto Ciencias Tecnologicas,"3A. Calle 0-43 Zona 3, Barrio San Sebastian", 4170-5134,Emiilio Rubén Caál Gualib,Massena Oswaldo Sagastume Portocarrero,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-0245-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo De Ciencias Aplicadas Dr. Carlos Aldana Mendoza,"4A. Avenida, Entre 0 Y 1 Calle Zona 4, Barrio San Felipe", 3147-9184,Emiilio Rubén Caál Gualib,Juan Gabriel Cal Surám,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-0247-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle 2A. Avenida Zona 3, Barrio San Sebastian", 4516-0622,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-0259-46,16-008,Alta Verapaz,San Cristobal Verapaz,Instituto Tecnológico Vocacional Marco Tulio De La Cruz Morales,"2A. Calle 4-45 Zona 4, Barrio San Felipe", 7950-4929,Emiilio Rubén Caál Gualib,Rigoberto Higinio Suram Jom,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-03-0262-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,"4A. Calle A 2-17, Enclavado Zona 2, Colonia Paná", 3380-1345,Emiilio Rubén Caál Gualib,Mario Rene Cal Sun,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-0263-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio Mixto La Pupila Del Cielo,"4A. Calle A 2-17, Enclavado Zona 2, Colonia Paná", 3380-1345,Emiilio Rubén Caál Gualib,Mario Rene Cal Sun,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-03-0265-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristóbal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana", 5733-2422,Emiilio Rubén Caál Gualib,Otto Erik Morán Chiquín,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-0266-46,16-050,Alta Verapaz,San Cristobal Verapaz,Centro De Educación Extraescolar -Ceex-,Caserío Chilley, 4555-2665,Maximiliano Chub Ical,Henry Manuel Hidalgo Sacbá,Diversificado,Oficial,Rural,Abierta,Bilingue,Doble,Diario(Regular),Alta Verapaz
16-03-0270-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz", 3588-3366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-03-0271-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz", 3588-3366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-0272-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz", 3588-3366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-0275-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio De Formación Técnico-Profesional Nexus,"0 Avenida 1-71 Zona 5, San Cristobal Verapaz", 3588-3366,Emiilio Rubén Caál Gualib,María José Bejarano Yaggi,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-03-1388-46,16-008,Alta Verapaz,San Cristobal Verapaz,Colegio 'Meson',8A. Avenida 6-00 Zona 1,7950402779504028,Emiilio Rubén Caál Gualib,Luis Emilio Solares Marroquin,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-03-1429-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle, 2A. Avenida Zona 3, Barrio San Sebastian", 7950-4337,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-1520-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo Galileo Galilei,"2A. Calle, 2A. Avenida Zona 3, Barrio San Sebastian", 4516-0662,Emiilio Rubén Caál Gualib,Maria Angelica Gomez Chavez,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-03-9884-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana", 7950-4134,Emiilio Rubén Caál Gualib,Cristóbal Morán Mo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-03-9885-46,16-008,Alta Verapaz,San Cristobal Verapaz,Liceo San Cristobal,"5A. Calle 4-18 Zona 1, Barrio Santa Ana", 7950-4134,Emiilio Rubén Caál Gualib,Cristóbal Morán Mo,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-04-0046-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1", 7953-9955,Ruben Dario Caal Cú,Rolando Macz Bac,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-04-0050-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,"0 Calle B Oc-150, Zona 4", 7953-9043,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-04-0062-46,16-009,Alta Verapaz,Tactic,Instituto Nacional De Educacion Diversificada,Canton Chijacorral, 4721-8807,Ruben Dario Caal Cú,Dorcas Sofia Alvarez Marin,Diversificado,Oficial,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-04-0064-46,16-009,Alta Verapaz,Tactic,Colegio Nuestra Señora De La Asunción,"0 Calle ""C"" 4-29 Zona 4, Barrio Chamché", 7952-9368,Ruben Dario Caal Cú,María Angélica Castillo Martinez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-04-0068-46,16-009,Alta Verapaz,Tactic,Colegio Cristiano Particular Mixto Vida,"1A. Avenida 6-73 Zona 7, Cantón Chijacorral", 7952-9275,Ruben Dario Caal Cú,Evelin Marisol Donis Bin,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Alta Verapaz
16-04-0072-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,"12 Av. A 4-30, Zona 3, Barrio Asuncion", 7953-9069,Ruben Dario Caal Cú,Claudia Xiomara Flores López,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-04-0120-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1", 5998-4909,Ruben Dario Caal Cú,Rolando Macz Bac,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-04-0122-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,"12A. Avenida ""A"" 4-30 Zona 2, Barrio Asuncion", 7953-9069,Ruben Dario Caal Cú,Claudia Xiomara Flores López,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-04-0124-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,"0 Calle B Oc-150, Zona 4", 5853-6938,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-04-0128-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1", 7756-5109,Ruben Dario Caal Cú,Rolando Macz Bac,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-04-1235-46,16-009,Alta Verapaz,Tactic,Colegio Particular Mixto Blaise Pascal,"4A. Calle 09-103, Zona 1", 7953-9955,Ruben Dario Caal Cú,Rolando Macz Bac,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-04-2308-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,"O Calle B Oc-150, Zona 4.", 7953-9043,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-04-8321-46,16-009,Alta Verapaz,Tactic,Instituto Akaltic,0 Calle B Oc 150 Zona 4 De La Villa De Tactic, 7953-9043,Ruben Dario Caal Cú,Ana Eliza Peláez Ponce,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-04-8322-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,12 Av. 4-30 Zona 3, 7953-9069,Ruben Dario Caal Cú,Mayra Magdalena Yat Chon,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-04-9906-46,16-009,Alta Verapaz,Tactic,Colegio Privado Mixto La Enseñanza,12 Av. A 4-30 Zona 3, 7953-9069,Ruben Dario Caal Cú,Mayra Magdalena Yat Chon,Diversificado,Privado,Urbana,Abierta,Monolingue,Doble,Diario(Regular),Alta Verapaz
16-05-0017-46,16-010,Alta Verapaz,Tamahu,Instituto Nacional De Educacion Diversificada,Tamahu, 5803-4583,Olga Marina Buc,Carmelina Icó Morán,Diversificado,Oficial,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-05-0057-46,16-010,Alta Verapaz,Tamahu,Centro De Educación Extraescolar -Ceex-,"Barrio El Centro, Tamahu", 4626-2436,Olga Marina Buc,Lesbia Patricia Silvestre López,Diversificado,Oficial,Urbana,Abierta,Monolingue,Doble,Semipresencial,Alta Verapaz
16-05-9091-46,16-010,Alta Verapaz,Tamahu,Instituto Mixto Municipal De Magisterio Bilingue,Barrio Centro, 3609-4074,Olga Marina Buc,Nancy Nohemi Velásquez Morales,Diversificado,Municipal,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-06-0090-46,16-011,Alta Verapaz,San Miguel Tucuru,Instituto Nacional De Educación Diversificada,Barrio El Centro, 4023-2213,Ingrid Amanda Camó Tobar De Castro,Oscar Román Xoc Có,Diversificado,Oficial,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-06-0103-46,16-046,Alta Verapaz,San Miguel Tucuru,"Centro De Formación Académica, Tecnológica Y Ocupacional ""Jack & Marie Eiting""",Lote No. 42 Caserío Nueva Esperanza, 3064-7842,Enrique Horacio Molina Muñoz,Zaida Elisa Bol Macz,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-06-0143-46,16-050,Alta Verapaz,San Miguel Tucuru,Centro De Educación Extraescolar -Ceex-,Caserío Nueva Esperanza, 5043-7041,Maximiliano Chub Ical,Miriam Patricia Max Toc,Diversificado,Oficial,Rural,Abierta,Bilingue,Doble,Diario(Regular),Alta Verapaz
16-06-2398-46,16-011,Alta Verapaz,San Miguel Tucuru,Instituto Privado Mixto De Magisterio Bilingue Tukur,Canton La Playa,,Ingrid Amanda Camó Tobar De Castro,Miguel Fernando Tut Lemus,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-0117-46,16-012,Alta Verapaz,Panzos,Instituto Nacional De Educacion Diversificada,Barrio San Juan, 5703-6563,Maria Elena Palma Molina,Hector Maquim Caal,Diversificado,Oficial,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-0181-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Mesoamericano,"Barrio El Centro, Aldea Telemán", 4806-7726,Jose Luis Xi Cucul,Aristides Efren López Gómez,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-0194-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Barrio San Sebastian, 4085-6113,Maria Elena Palma Molina,Marcelino Caz Mucú,Diversificado,Privado,Rural,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-07-0195-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Barrio San Sebastian, 4085-6113,Maria Elena Palma Molina,Marcelino Caz Mucú,Diversificado,Privado,Rural,Abierta,Monolingue,Nocturna,Diario(Regular),Alta Verapaz
16-07-0197-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Valle Del Polochic,"Instalaciones Que Ocupa El Instituto De Educación Básica Por Cooperativa De Enseñanza, Aldea Teleman", 3049-8487,Jose Luis Xi Cucul,Joel Esteban Zepeda Caal,Diversificado,Privado,Rural,Abierta,Bilingue,Doble,Fin De Semana,Alta Verapaz
16-07-0206-46,16-012,Alta Verapaz,Panzos,Colegio Privado Liceo Polochic,Aldea Teleman, 5331-8658,Maria Elena Palma Molina,Hector Maquim Caal,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-07-0211-46,16-050,Alta Verapaz,Panzos,Centro De Educación Extraescolar -Ceex-,"Barrio La Escuela, Teleman", 3294-5952,Maximiliano Chub Ical,Augusto Xol Xol,Diversificado,Privado,Rural,Abierta,Bilingue,Doble,Semipresencial,Alta Verapaz
16-07-0213-46,16-012,Alta Verapaz,Panzos,Colegio Privado Liceo Polochic,Aldea Teleman, 5331-8658,Maria Elena Palma Molina,Hector Maquim Caal,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-07-0214-46,16-036,Alta Verapaz,Panzos,Colegio Mixto Valle Del Polochic,"Instalaciones Del Instituto De Educacion Basica Por Cooperativa De Enseñanza, Aldea Teleman", 3049-8487,Jose Luis Xi Cucul,Joel Esteban Zepeda Caal,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-07-0215-46,16-036,Alta Verapaz,Panzos,Colegio Privado Mixto Sagrado Corazón Del Polochic,"Barrio La Escuela, Aldea Teleman", 3371-2014,Jose Luis Xi Cucul,Reyna Azucena Chinchilla Tiul,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-0216-46,16-036,Alta Verapaz,Panzos,Colegio Privado Mixto Sagrado Corazón Del Polochic,"Barrio La Escuela, Aldea Teleman", 3371-2014,Jose Luis Xi Cucul,Reyna Azucena Chinchilla Tiul,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-07-0217-46,16-036,Alta Verapaz,Panzos,Colegio Privado Mixto Sagrado Corazón Del Polochic,"Barrio La Escuela, Aldea Teleman", 3371-2014,Jose Luis Xi Cucul,Reyna Azucena Chinchilla Tiul,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-07-0221-46,16-012,Alta Verapaz,Panzos,Liceo Tecnológico Cahaboncito -Litec-,Aldea Cahaboncito, 3731-1196,Maria Elena Palma Molina,Aristides Efren López Gómez,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-07-0252-46,16-055,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Colonia Santa Isabel, 4085-6113,Maria Elena Palma Molina,Marcelino Caz Mucú,Diversificado,Privado,Rural,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-07-0253-46,16-055,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Colonia Santa Isabel,4085613,Maria Elena Palma Molina,Marcelino Caz Mucú,Diversificado,Privado,Rural,Abierta,Monolingue,Doble,Fin De Semana,Alta Verapaz
16-07-0255-46,16-055,Alta Verapaz,Panzos,Instituto Nacional De Educacion Diversificada,Aldea Teleman, 4912-4463,Maria Elena Palma Molina,Silvia Leticia Xol Choc,Diversificado,Oficial,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-9096-46,16-012,Alta Verapaz,Panzos,Colegio Privado Mixto Juan Amos Comenio,Barrio San Sebastian, 4085-6113,Maria Elena Palma Molina,Marcelino Caz Mucú,Diversificado,Privado,Rural,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-9103-46,16-036,Alta Verapaz,Panzos,Centro Educativo San Martin De Porres,Aldea Teleman, 3207-3601,Jose Luis Xi Cucul,Estéfana Tix Yac,Diversificado,Privado,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-07-9639-46,16-012,Alta Verapaz,Panzos,Instituto Privado Mixto Primaria Bilingue Aj Kutunel,Barrio El Mau, 5067-3199,Maria Elena Palma Molina,José Daniel Buenafé Caal,Diversificado,Privado,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0183-46,16-013,Alta Verapaz,Senahu,Centro Educativo San Mateo,Barrio San Antonio, 3089-5016,Oscar Guillermo Anibal García Humblers,Celia Emperatriz Buenafé Cuz,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-08-0199-46,16-041,Alta Verapaz,Senahu,Instituto Nacional De Educación Diversificada,Comunidad La Montañesa, 7951-0080,Abner David Chiqun Turcios,Maynor Esau Tzi Ical,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0204-46,16-042,Alta Verapaz,Senahu,Instituto Nacional De Educacion Diversificada,Cooperativa Chireaj, 5806-1143,Jorge Erwin Cucul Quib,David Choc Chub,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0205-46,16-040,Alta Verapaz,Senahu,Instituto Nacional De Educacion Diversificada,Cooperativa Santa Maria San Marcos, 5380-0001,Dullier Clemente Bol Bac,Alvaro Waldemar Pop Sacrab,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0206-46,16-040,Alta Verapaz,Senahu,Instituto Nacional De Educacion Diversificada,Cooperativa Actela, 3300-0059,Dullier Clemente Bol Bac,Lázaro Jonatan Caál Quib,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0207-46,16-042,Alta Verapaz,Senahu,Instituto Nacional De Educacion Diversificada,Aldea Yalijux, 5158-9262,Jorge Erwin Cucul Quib,Ricardo Antonio Caal Caal,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0208-46,16-013,Alta Verapaz,Senahu,Instituto Nacional De Educacion Diversificada,Barrio El Centro, 4893-9361,Oscar Guillermo Anibal García Humblers,Denny Estuardo Buechsel Ross,Diversificado,Oficial,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0209-46,16-042,Alta Verapaz,Senahu,Instituto Nacional De Educacion Diversificada,Cooperativa Semarac I, 4963-0930,Jorge Erwin Cucul Quib,José Angel Coy Xól,Diversificado,Oficial,Rural,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0218-46,16-013,Alta Verapaz,Senahu,"Centro De Estudios Preuniversitario Cahabón-Senahú ""Ceprec Senahú""",Barrio La Providencia, 4535-3648,Oscar Guillermo Anibal García Humblers,María Elena Pacham Choc,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-0220-46,16-013,Alta Verapaz,Senahu,"Centro De Estudios Preuniversitario Cahabón-Senahú ""Ceprec Senahú""",Barrio La Providencia, 4535-3648,Oscar Guillermo Anibal García Humblers,María Elena Pacham Choc,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-08-0223-46,16-013,Alta Verapaz,Senahu,Colegio Particular Mixto Del Valle,Barrio La Vega, 3392-1275,Oscar Guillermo Anibal García Humblers,Ana Lucia Reiche Perez,Diversificado,Privado,Urbana,Abierta,Monolingue,Sin Jornada,Semipresencial (Fin De Semana),Alta Verapaz
16-08-0224-46,16-013,Alta Verapaz,Senahu,Colegio Particular Mixto Del Valle,Barrio La Vega, 3392-1275,Oscar Guillermo Anibal García Humblers,Ana Lucia Reiche Perez,Diversificado,Privado,Urbana,Abierta,Monolingue,Matutina,Diario(Regular),Alta Verapaz
16-08-0225-46,16-013,Alta Verapaz,Senahu,Colegio Particular Mixto Del Valle,Barrio La Vega, 3392-1275,Oscar Guillermo Anibal García Humblers,Ana Lucia Reiche Perez,Diversificado,Privado,Urbana,Abierta,Monolingue,Vespertina,Diario(Regular),Alta Verapaz
16-08-1583-46,16-013,Alta Verapaz,Senahu,Instituto Privado Mixto De Magisterio Bilingue Nauq,Barrio Centro, 4975-9554,Oscar Guillermo Anibal García Humblers,Ana Lucia Reiche Perez,Diversificado,Privado,Urbana,Abierta,Bilingue,Vespertina,Diario(Regular),Alta Verapaz
